,MCVAR,SHARPE,MVO,N
2015-04-09 00:00:00+00:00,1.0307846714757936,1.0288911415562145,1.0224567421054584,1.0454537228654412
2015-04-10 00:00:00+00:00,1.035453586576474,1.035936200370963,1.0280082211884611,1.04854975592997
2015-04-13 00:00:00+00:00,1.0317341094744865,1.031105752985783,1.0236272932406114,1.046036680345495
2015-04-14 00:00:00+00:00,1.0338348385112994,1.0335601142235855,1.026200391520205,1.0473657485233578
2015-04-15 00:00:00+00:00,1.0385054592598955,1.036960796187891,1.0304653214633883,1.0527196646221106
2015-04-16 00:00:00+00:00,1.0389850131407705,1.0368003009301556,1.0304269585887904,1.0541483658266664
2015-04-17 00:00:00+00:00,1.0249886567744562,1.0237994981943834,1.016160747075914,1.040364265753245
2015-04-20 00:00:00+00:00,1.034222767541011,1.0332112606398902,1.0268998355964283,1.047081575220734
2015-04-21 00:00:00+00:00,1.0324211733566768,1.0339152740659632,1.0239356492379645,1.0471535782271189
2015-04-22 00:00:00+00:00,1.0376165447422356,1.0371855056891068,1.0287138658169885,1.0530606538042084
2015-04-23 00:00:00+00:00,1.0402412019191427,1.0399380239166367,1.030854024456888,1.0564958612209012
2015-04-24 00:00:00+00:00,1.0424919301668643,1.0389440912959875,1.0324672682429674,1.0597923479017368
2015-04-27 00:00:00+00:00,1.0397804666888515,1.029197239377463,1.0293672872192374,1.0579062848250933
2015-04-28 00:00:00+00:00,1.0432003754358894,1.0335867489459039,1.032944275541353,1.0610795806522308
2015-04-29 00:00:00+00:00,1.03766777120103,1.0269119528235275,1.0286128928228786,1.0534039068124739
2015-04-30 00:00:00+00:00,1.0271477296111347,1.0144947616130875,1.018037448288875,1.0429561687020406
2015-05-01 00:00:00+00:00,1.0371654270814117,1.026061183057235,1.0284109485050428,1.052263407923169
2015-05-04 00:00:00+00:00,1.0405225631079578,1.0306794245914812,1.0314262036424218,1.0562366708514284
2015-05-05 00:00:00+00:00,1.028556459818538,1.0203461699308467,1.0216086321641968,1.0406777626127122
2015-05-06 00:00:00+00:00,1.0242579953488151,1.0166222254354749,1.0177693459681096,1.0356046490848616
2015-05-07 00:00:00+00:00,1.028498568618678,1.0215739134365325,1.0223885584445227,1.0392334110797004
2015-05-08 00:00:00+00:00,1.0431345690889324,1.0370697705346568,1.0365061729696998,1.054862282641936
2015-05-11 00:00:00+00:00,1.0377757206939255,1.034911314739778,1.0318660684927865,1.0482600277695628
2015-05-12 00:00:00+00:00,1.0351577244370702,1.0307935167397253,1.0293487126547964,1.0455264331849932
2015-05-13 00:00:00+00:00,1.0353193148438737,1.0313964091509908,1.0295309278653635,1.0456498240959207
2015-05-14 00:00:00+00:00,1.0457831349048878,1.04343026557979,1.0399694215207165,1.0561260841308748
2015-05-15 00:00:00+00:00,1.048032717518516,1.0454583180583388,1.041550503338396,1.0596145573094384
2015-05-18 00:00:00+00:00,1.0495795670508794,1.048885286547181,1.0436340156100938,1.0600794824559863
2015-05-19 00:00:00+00:00,1.0498083587814753,1.0518967886164994,1.0442647918502028,1.0597018351059813
2015-05-20 00:00:00+00:00,1.0483488086697126,1.0518419722232428,1.043243097872216,1.0574320249623204
2015-05-21 00:00:00+00:00,1.0496886253650417,1.052156826527941,1.0448615381100335,1.058118758262563
2015-05-22 00:00:00+00:00,1.0484160299113365,1.0493473481466151,1.0420724181535763,1.059509990381122
2015-05-26 00:00:00+00:00,1.0377622492420773,1.0385773190622039,1.0310869756221497,1.0494720917297988
2015-05-27 00:00:00+00:00,1.0455721693228057,1.047659446545359,1.0391089172089742,1.056707445894063
2015-05-28 00:00:00+00:00,1.0425782205295486,1.0472551725310253,1.0378573537585107,1.0506075364388212
2015-05-29 00:00:00+00:00,1.036070188580863,1.0423407272122729,1.0312407014025384,1.0442761411625416
2015-06-01 00:00:00+00:00,1.037639097163823,1.0451597990848955,1.0330996772911163,1.045301799802081
2015-06-02 00:00:00+00:00,1.036668239019072,1.041257751035392,1.0318514575336013,1.044799679275014
2015-06-03 00:00:00+00:00,1.039446093457347,1.0444408974042245,1.0353789449566877,1.046331885523184
2015-06-04 00:00:00+00:00,1.0303230551660565,1.0358884392359324,1.0261870007995608,1.037284643667037
2015-06-05 00:00:00+00:00,1.0272010032925336,1.03346781853549,1.0231633554300978,1.033847700117549
2015-06-08 00:00:00+00:00,1.0218771012330523,1.0289472542817921,1.0180194171651182,1.0283673655338634
2015-06-09 00:00:00+00:00,1.0206077922911687,1.0285059785802215,1.0177715169798243,1.0252383398588585
2015-06-10 00:00:00+00:00,1.0328576648874064,1.0416748163708802,1.0306867460028837,1.0363737301582632
2015-06-11 00:00:00+00:00,1.0362816517948743,1.0468660882114456,1.034155443298186,1.0397279495977798
2015-06-12 00:00:00+00:00,1.0287266824017056,1.0360824683478977,1.02549472583756,1.0341129630498103
2015-06-15 00:00:00+00:00,1.0227979914484213,1.0334201972602781,1.020429681908371,1.026538037696362
2015-06-16 00:00:00+00:00,1.0281098477015351,1.0392597918742301,1.0264516194499163,1.0306304761470122
2015-06-17 00:00:00+00:00,1.029981923963966,1.040553012953132,1.0280493203810233,1.032982728941772
2015-06-18 00:00:00+00:00,1.0401446710363238,1.0531057329128484,1.0385342645523679,1.0425833713924992
2015-06-19 00:00:00+00:00,1.0342888358051912,1.0492164102625883,1.0330993045413799,1.03584909104402
2015-06-22 00:00:00+00:00,1.0406493335814637,1.0566351544590518,1.0391452799837677,1.0428495999221548
2015-06-23 00:00:00+00:00,1.0420996280163224,1.0583168616102934,1.040224085092378,1.0449926441299813
2015-06-24 00:00:00+00:00,1.0339719935461744,1.0480172592117845,1.0314268645635831,1.0379205166019085
2015-06-25 00:00:00+00:00,1.0295639640937473,1.0483049271608045,1.0275268373522557,1.0325480931434088
2015-06-26 00:00:00+00:00,1.0297452946674166,1.0491142878081972,1.0291934437837869,1.0302358117729091
2015-06-29 00:00:00+00:00,1.0085374360552626,1.0263780528853985,1.008513028539106,1.0082162969585196
2015-06-30 00:00:00+00:00,1.0110626395558975,1.0285099754778029,1.0099160603218789,1.0126625646313616
2015-07-01 00:00:00+00:00,1.018398224421857,1.0385602164248784,1.0185826594693737,1.0176756566139609
2015-07-02 00:00:00+00:00,1.017515160545003,1.0353185034549617,1.0170210160091775,1.017962226321076
2015-07-06 00:00:00+00:00,1.0115011152783264,1.0338359477838077,1.0142895957863902,1.0061645552246024
2015-07-07 00:00:00+00:00,1.0157203220583297,1.0391568125564363,1.0202819250769533,1.007164186565281
2015-07-08 00:00:00+00:00,0.9976877984026098,1.0228614478498492,1.0045092004683303,0.9852657761128124
2015-07-09 00:00:00+00:00,1.0016144895853223,1.0258555018796853,1.0055483532957077,0.9942936015339212
2015-07-10 00:00:00+00:00,1.0156169568810223,1.03916617636683,1.0184147151395373,1.0102790635714758
2015-07-13 00:00:00+00:00,1.0267307544309165,1.0501474792928356,1.030363215438504,1.0199890695525435
2015-07-14 00:00:00+00:00,1.0307015339532966,1.057297290213066,1.034789234942695,1.0231170559329914
2015-07-15 00:00:00+00:00,1.028784910927922,1.057967080215139,1.0346212906128551,1.018122253206794
2015-07-16 00:00:00+00:00,1.0358793503356305,1.0625636887366492,1.0405541427591758,1.0270436274138015
2015-07-17 00:00:00+00:00,1.034963714899949,1.0603511941384935,1.0398699452515254,1.0255310961679425
2015-07-20 00:00:00+00:00,1.0352070761867782,1.0624197366173467,1.0406751257839808,1.0247830606961166
2015-07-21 00:00:00+00:00,1.028981281149029,1.054733619821043,1.0332535309211737,1.020329053593292
2015-07-22 00:00:00+00:00,1.0256054999160547,1.0538014893291523,1.0301948021426637,1.016306922152121
2015-07-23 00:00:00+00:00,1.0195659928436456,1.0484210362088904,1.0240532707919243,1.0103956139946153
2015-07-24 00:00:00+00:00,1.0093477886569604,1.0310595221189849,1.014072081433715,0.9998507443289862
2015-07-27 00:00:00+00:00,1.0018082998115672,1.026483670480447,1.0072839237883033,0.990877887795844
2015-07-28 00:00:00+00:00,1.0135329131123,1.0410263755164268,1.018904511742333,1.0026724532102649
2015-07-29 00:00:00+00:00,1.020995292429662,1.0453548195416804,1.0256384233076232,1.0113792694865775
2015-07-30 00:00:00+00:00,1.0209952929425252,1.0453549904131003,1.0256384216889147,1.0113792694865775
2015-07-31 00:00:00+00:00,1.0185761460017193,1.0419750414313071,1.0223222223732524,1.0105464599836669
2015-08-03 00:00:00+00:00,1.013647181473659,1.0370001245960603,1.0174411378829271,1.0054196266938147
2015-08-04 00:00:00+00:00,1.0109897238508698,1.0336803675188824,1.0141839953386433,1.003935845040856
2015-08-05 00:00:00+00:00,1.0137669280005228,1.0359605937545384,1.016421213552454,1.007387054620569
2015-08-06 00:00:00+00:00,1.005693707655095,1.0270882837951683,1.0077162457364053,1.000715555302756
2015-08-07 00:00:00+00:00,1.003410528220122,1.0243265645769413,1.005006615705648,0.9992207532396157
2015-08-10 00:00:00+00:00,1.0161855445930628,1.0372064652911896,1.0176435871868634,1.0123243456817954
2015-08-11 00:00:00+00:00,1.0051617851645083,1.0254922494976457,1.006150314634827,1.002121566060944
2015-08-12 00:00:00+00:00,1.0063381357740315,1.0274843520243222,1.008104843588897,1.001747751947315
2015-08-13 00:00:00+00:00,1.0065862233749792,1.0281293804005973,1.0087377059912666,1.001313668067235
2015-08-14 00:00:00+00:00,1.009498894660775,1.0305227579331528,1.0110859419252485,1.0053309910114614
2015-08-17 00:00:00+00:00,1.0137785684627496,1.03526710276852,1.0157408031270037,1.0089664034534773
2015-08-18 00:00:00+00:00,1.0110965260852347,1.0332333029112695,1.0137453629898905,1.0050651597183975
2015-08-19 00:00:00+00:00,1.0032570033002681,1.0257356464182146,1.0063891203478912,0.9961430757387811
2015-08-20 00:00:00+00:00,0.9826987139390451,1.005251466967389,0.9862912954854147,0.9747872049950941
2015-08-21 00:00:00+00:00,0.9510932780413959,0.9713507793131073,0.9530300134833558,0.9465407914483158
2015-08-24 00:00:00+00:00,0.9132602873655282,0.9338627017048113,0.916249003385036,0.9071100730088942
2015-08-25 00:00:00+00:00,0.9032525400701235,0.9224209098871916,0.9050230166545097,0.8992866711959705
2015-08-26 00:00:00+00:00,0.9382126073823817,0.9618756818815135,0.9437336269086535,0.9273421041786344
2015-08-27 00:00:00+00:00,0.960488830610357,0.9833740734390701,0.9648265346884071,0.9516730403953885
2015-08-28 00:00:00+00:00,0.9592376281275355,0.9815057792849999,0.9629934788274204,0.9515492308252365
2015-08-31 00:00:00+00:00,0.9517478282881014,0.9749439173964176,0.956555381027063,0.9422414599715426
2015-09-01 00:00:00+00:00,0.9236887961792748,0.9462113775658573,0.9283647693216447,0.9145599435021592
2015-09-02 00:00:00+00:00,0.940320651921411,0.9648571043803111,0.946658816609178,0.9281358871309673
2015-09-03 00:00:00+00:00,0.9412558549778599,0.9649310153376965,0.9467313337601838,0.9307356015095664
2015-09-04 00:00:00+00:00,0.9269005672351818,0.9509177778516422,0.9329824012772346,0.9150805644862653
2015-09-08 00:00:00+00:00,0.9499102930818157,0.9733918496357352,0.9550325870043194,0.9398488742563387
2015-09-09 00:00:00+00:00,0.9375219812470998,0.959394886431871,0.9412996222649053,0.9298481235206459
2015-09-10 00:00:00+00:00,0.9429728184336007,0.96562360618143,0.9474108611044662,0.9339601295246213
2015-09-11 00:00:00+00:00,0.9471049702400334,0.9699037657445994,0.9516102923795198,0.9381832964236143
2015-09-14 00:00:00+00:00,0.9443966629580377,0.9681778476088717,0.9499169266755222,0.9334911282249607
2015-09-15 00:00:00+00:00,0.9563250851605289,0.9815305570550402,0.9630177890588334,0.9433725635242525
2015-09-16 00:00:00+00:00,0.9651566499921026,0.9887157590152995,0.9700674702501569,0.9554515027442653
2015-09-17 00:00:00+00:00,0.9624861044421988,0.9852831311497103,0.9666995854710748,0.953914196225854
2015-09-18 00:00:00+00:00,0.9464853869450836,0.9689744036241094,0.9506984586449158,0.9377935559192131
2015-09-21 00:00:00+00:00,0.9517237722589333,0.9750330048447056,0.956642788191797,0.9420266551906676
2015-09-22 00:00:00+00:00,0.9402076946950205,0.964375508333639,0.9461863039330654,0.9286135026948188
2015-09-23 00:00:00+00:00,0.9376621378621478,0.9628788975528322,0.9447179207715242,0.9240917340385484
2015-09-24 00:00:00+00:00,0.9349448662806812,0.9601430038089199,0.9420336286979628,0.9210881081658274
2015-09-25 00:00:00+00:00,0.9361595672466464,0.9621780713893361,0.9440303133752848,0.9214494507280852
2015-09-28 00:00:00+00:00,0.9160461884435528,0.9425267564581925,0.9247496446238997,0.9001351653883658
2015-09-29 00:00:00+00:00,0.9173893838788795,0.9439269293291164,0.9261234088185589,0.901527041072242
2015-09-30 00:00:00+00:00,0.932527536704351,0.95829540301654,0.9402208768271795,0.9183712132045423
2015-10-01 00:00:00+00:00,0.934258097380713,0.9593906213169324,0.9412954378315627,0.9210742259075165
2015-10-02 00:00:00+00:00,0.948183398387649,0.9717200978475168,0.9533923666106932,0.9381925051835188
2015-10-05 00:00:00+00:00,0.965681066841307,0.9894309883704567,0.9707692098676324,0.9558862567253429
2015-10-06 00:00:00+00:00,0.964511691713912,0.9883746666241924,0.9697328118572558,0.9547099186366099
2015-10-07 00:00:00+00:00,0.9736731499307503,0.995998659458031,0.9772130076085473,0.9667851443045113
2015-10-08 00:00:00+00:00,0.9816237149640683,1.0032731417352092,0.9843502852114351,0.9763001530961413
2015-10-09 00:00:00+00:00,0.9834803886947815,1.005673550030618,0.9867054190948618,0.9772686796702582
2015-10-12 00:00:00+00:00,0.984372089700374,1.0074940956939846,0.9884916273380107,0.9766710983645522
2015-10-13 00:00:00+00:00,0.9791607718187708,1.0031858317535272,0.9842646223097975,0.9698950157163209
2015-10-14 00:00:00+00:00,0.9744942638029476,0.9962631452588165,0.9774725049986146,0.9686483320739275
2015-10-15 00:00:00+00:00,0.9898065112306749,1.0111439893544432,0.992072679362995,0.9849840076645527
2015-10-16 00:00:00+00:00,0.9939796391546913,1.0163255781353175,0.9971565372853105,0.9873718767053719
2015-10-19 00:00:00+00:00,0.9933146092965202,1.0168829725538604,0.9977034187912904,0.9846970305433572
2015-10-20 00:00:00+00:00,0.9929924712581855,1.0159110293385967,0.9967498075750256,0.9855243578713827
2015-10-21 00:00:00+00:00,0.9876780441148079,1.0115052049009594,0.9924270821728736,0.9786449891022474
2015-10-22 00:00:00+00:00,1.0055866891396303,1.0307501809521822,1.0113090763566923,0.9948252931736935
2015-10-23 00:00:00+00:00,1.0172336374210627,1.0448403238259147,1.025133462447224,1.0020648541764727
2015-10-26 00:00:00+00:00,1.0143344204300002,1.042795940670642,1.023127638662165,0.997607329544288
2015-10-27 00:00:00+00:00,1.0117683855711694,1.0416539247711942,1.0220071622663465,0.9923803801869412
2015-10-28 00:00:00+00:00,1.0222021470998648,1.0535965935500715,1.033724578898441,1.0005458304141848
2015-10-29 00:00:00+00:00,1.0216210923742135,1.0530373309910723,1.0331758644244227,0.9997486359792636
2015-10-30 00:00:00+00:00,1.0164889403295294,1.0464573792481262,1.0267200182222855,0.9971154472033554
2015-11-02 00:00:00+00:00,1.0280948001078638,1.0576120901983033,1.0376643385223407,1.009668772165525
2015-11-03 00:00:00+00:00,1.0322998570156423,1.0624525446183666,1.042413496676137,1.0130181843736263
2015-11-04 00:00:00+00:00,1.0304283876839537,1.0607277753778048,1.0407212583595085,1.0107345604841609
2015-11-05 00:00:00+00:00,1.0296342943799917,1.0600178336735901,1.0400247070822395,1.0098561042873038
2015-11-06 00:00:00+00:00,1.029013557715649,1.0617455238139601,1.0417198112730215,1.00533906436012
2015-11-09 00:00:00+00:00,1.0192007536442653,1.0520711869976362,1.0322279432079549,0.9949086671623718
2015-11-10 00:00:00+00:00,1.0201850297868424,1.0532132028974288,1.0333484196069427,0.9957832241177432
2015-11-11 00:00:00+00:00,1.0180822811415555,1.0509991547481583,1.0311761306608866,0.9936521694522101
2015-11-12 00:00:00+00:00,1.0044711977424239,1.036456856492312,1.0169081163779308,0.9811438802097463
2015-11-13 00:00:00+00:00,0.9932984456109117,1.0238672925223187,1.0045560058074552,0.9721037031123764
2015-11-16 00:00:00+00:00,1.0071474641982265,1.0376307607610604,1.0180598796842382,0.9866073147311035
2015-11-17 00:00:00+00:00,1.0065211455297367,1.0381196745572248,1.0185395720858026,0.9840878490593382
2015-11-18 00:00:00+00:00,1.0218794816738535,1.0544692631114378,1.0345807888285368,0.998081292315067
2015-11-19 00:00:00+00:00,1.0218608399141245,1.05388614465812,1.0340086686774757,0.9990550290643009
2015-11-20 00:00:00+00:00,1.0264343040754156,1.0585121233577277,1.0385473964555088,1.0038333427881534
2015-11-23 00:00:00+00:00,1.02444689711154,1.0565941239973042,1.0366655727199214,1.0016655656123736
2015-11-24 00:00:00+00:00,1.025793620271427,1.0577987857771727,1.0378475132680927,1.0033285516935926
2015-11-25 00:00:00+00:00,1.0253082513708973,1.0574093933820041,1.037465465273467,1.0026748319701757
2015-11-27 00:00:00+00:00,1.025156608258039,1.0575692504181373,1.0376223071687427,1.00193815956768
2015-11-30 00:00:00+00:00,1.0215727476363623,1.0529577577712044,1.0330977925717908,1.0000906448885902
2015-12-01 00:00:00+00:00,1.0312287503898012,1.063062870030968,1.0430123109301395,1.0091869266703508
2015-12-02 00:00:00+00:00,1.0212628093534786,1.0539926899188912,1.034113204593079,0.9973686591102265
2015-12-03 00:00:00+00:00,1.008261062910654,1.039524240268181,1.0199176461131287,0.9864564752416726
2015-12-04 00:00:00+00:00,1.027673524839323,1.0616898889895865,1.041665225646826,1.0016413550907215
2015-12-07 00:00:00+00:00,1.0207136694076497,1.05562384135009,1.0357135904003556,0.9928768332652147
2015-12-08 00:00:00+00:00,1.0125666167105785,1.047631802248427,1.0278722898658106,0.9840283068139455
2015-12-09 00:00:00+00:00,1.0067626728020103,1.040821901503574,1.0211908319203478,0.9800560864597635
2015-12-10 00:00:00+00:00,1.0091500741615982,1.0452502159813903,1.0255356235736468,0.9791225182131837
2015-12-11 00:00:00+00:00,0.9901536588598504,1.0262015869173713,1.0068462730971606,0.9596555940282049
2015-12-14 00:00:00+00:00,0.996997056861825,1.0341264408521074,1.014621655176927,0.9647286582782663
2015-12-15 00:00:00+00:00,1.0068522337699017,1.0439080780504149,1.0242187996160872,0.9749562333016606
2015-12-16 00:00:00+00:00,1.021503982216731,1.0581375898699679,1.0381799266262046,0.9906320712913567
2015-12-17 00:00:00+00:00,1.0076042913122913,1.0433105909341687,1.0236325814854732,0.9778503639329799
2015-12-18 00:00:00+00:00,0.9891710559573708,1.0219219626179898,1.0026473666131466,0.9638412794404121
2015-12-21 00:00:00+00:00,0.9961957574946466,1.029684352492187,1.010263349039271,0.9697788719881375
2015-12-22 00:00:00+00:00,1.0045613520917844,1.0391520324469892,1.0195524581188933,0.9766485689847246
2015-12-23 00:00:00+00:00,1.0162939635483061,1.0496907729972327,1.0298924262361029,0.9908314006579269
2015-12-24 00:00:00+00:00,1.0142065732409975,1.0467832159432238,1.0270397088655987,0.9900083948765317
2015-12-28 00:00:00+00:00,1.0119984925419179,1.0455422549519027,1.0258221537496444,0.9860420404069987
2015-12-29 00:00:00+00:00,1.0225518171005892,1.0575796553098782,1.0376325151963872,0.9943620486323393
2015-12-30 00:00:00+00:00,1.0156432533366389,1.050533008088585,1.0307187756539802,0.9874737584187259
2015-12-31 00:00:00+00:00,1.005545666134349,1.0392808818547565,1.0196788772458931,0.9791028014119384
2016-01-04 00:00:00+00:00,0.9901253611857139,1.0230676614526355,1.0037714564091915,0.9645732718987442
2016-01-05 00:00:00+00:00,0.9913410437661924,1.023881808888572,1.0045702480760605,0.9664894217101558
2016-01-06 00:00:00+00:00,0.978305121915425,1.0113081910010533,0.992233782334158,0.9519783890577298
2016-01-07 00:00:00+00:00,0.9543135839821569,0.9867804532151457,0.9681686653736664,0.9282544996318384
2016-01-08 00:00:00+00:00,0.9443373954391254,0.9766013517183191,0.9581815531366132,0.9183015258533674
2016-01-11 00:00:00+00:00,0.9459720525954266,0.980027449030516,0.9615430304054645,0.9169187660231993
2016-01-12 00:00:00+00:00,0.952429794714381,0.9882060460969417,0.9695673696468359,0.9204238773613238
2016-01-13 00:00:00+00:00,0.9304894506493466,0.9651192214953092,0.9469159887877557,0.8999741641691643
2016-01-14 00:00:00+00:00,0.9449695519424208,0.9810875104346816,0.9625830973430615,0.9120096253926462
2016-01-15 00:00:00+00:00,0.9226148019073961,0.9578164855238547,0.9397509901969877,0.8905850336718959
2016-01-19 00:00:00+00:00,0.9243914427925488,0.9596777411672441,0.9415771404909097,0.8922943293260642
2016-01-20 00:00:00+00:00,0.9111819425165347,0.9466153114891759,0.928761082654839,0.878240982506838
2016-01-21 00:00:00+00:00,0.915907745219783,0.9518413505818135,0.9338885529124118,0.8823453351744079
2016-01-22 00:00:00+00:00,0.9338179401707107,0.968297670369266,0.9500344873795011,0.9028773067983582
2016-01-25 00:00:00+00:00,0.9207495612236718,0.9562206387088368,0.9381852420034048,0.8876388038724592
2016-01-26 00:00:00+00:00,0.9347019090735134,0.9708563393629456,0.9525448973574488,0.9011605759277622
2016-01-27 00:00:00+00:00,0.9234700480082502,0.9578657052039316,0.9397992810791703,0.8925492933765878
2016-01-28 00:00:00+00:00,0.9306609120318299,0.96656851260899,0.9483379434391795,0.8971721922613546
2016-01-29 00:00:00+00:00,0.9525413926736181,0.9883760097337504,0.9697341269313525,0.9200310727803891
2016-02-01 00:00:00+00:00,0.9524351132866877,0.9883310264900754,0.969689992100723,0.9197983937028374
2016-02-02 00:00:00+00:00,0.93480418394747,0.9701833826730965,0.951884633355833,0.902585977790408
2016-02-03 00:00:00+00:00,0.942559311859266,0.9777627270050495,0.9593210233466991,0.9112962041158693
2016-02-04 00:00:00+00:00,0.9459151504213322,0.9815607280386736,0.9630473901728077,0.9142355899827429
2016-02-05 00:00:00+00:00,0.945915150553942,0.9815607267206825,0.9630473901189043,0.9142355899827428
2016-02-08 00:00:00+00:00,0.9353120551148643,0.9732974755655094,0.9549399932060234,0.8992777659016563
2016-02-09 00:00:00+00:00,0.933835420297979,0.9726345014867738,0.9542895235358643,0.8964106773078023
2016-02-10 00:00:00+00:00,0.9309865398454542,0.9687803838156708,0.9505080987804765,0.8949797804071941
2016-02-11 00:00:00+00:00,0.9186088111983435,0.9560971235793552,0.9380640590830096,0.8823687446954682
