,ITOT,DIA,SPY,XLG,AIA,GXC,XLY,XLE,XLF,XLV,XLI,XLB,XLK,XLU,ICLN,CGW,WOOD,IYR
2015-01-23 00:00:00+00:00,0.00046837574623229426,0.0022083181108442196,0.001768485389735023,0.0001555403920254648,0.0004454410655510917,0.00026472788614881993,0.00030169196368949694,0.00030115284417137284,0.001132097673799478,0.00030326303237296576,0.000393628966623853,0.000455764071738312,0.0005207783583441974,0.0004774517082819305,0.002300033893474281,0.0007720293120387134,0.0004132156125967683,0.00028973682759736956
2015-01-26 00:00:00+00:00,0.00046837574623229426,0.0022083181108442196,0.001768485389735023,0.0001555403920254648,0.0004454410655510917,0.00026472788614881993,0.00030169196368949694,0.00030115284417137284,0.001132097673799478,0.00030326303237296576,0.000393628966623853,0.000455764071738312,0.0005207783583441974,0.0004774517082819305,0.002300033893474281,0.0007720293120387134,0.0004132156125967683,0.00028973682759736956
2015-01-27 00:00:00+00:00,0.00046837574623229426,0.0022083181108442196,0.001768485389735023,0.0001555403920254648,0.0004454410655510917,0.00026472788614881993,0.00030169196368949694,0.00030115284417137284,0.001132097673799478,0.00030326303237296576,0.000393628966623853,0.000455764071738312,0.0005207783583441974,0.0004774517082819305,0.002300033893474281,0.0007720293120387134,0.0004132156125967683,0.00028973682759736956
2015-01-28 00:00:00+00:00,0.00046837574623229426,0.0022083181108442196,0.001768485389735023,0.0001555403920254648,0.0004454410655510917,0.00026472788614881993,0.00030169196368949694,0.00030115284417137284,0.001132097673799478,0.00030326303237296576,0.000393628966623853,0.000455764071738312,0.0005207783583441974,0.0004774517082819305,0.002300033893474281,0.0007720293120387134,0.0004132156125967683,0.00028973682759736956
2015-01-29 00:00:00+00:00,0.00046837574623229426,0.0022083181108442196,0.001768485389735023,0.0001555403920254648,0.0004454410655510917,0.00026472788614881993,0.00030169196368949694,0.00030115284417137284,0.001132097673799478,0.00030326303237296576,0.000393628966623853,0.000455764071738312,0.0005207783583441974,0.0004774517082819305,0.002300033893474281,0.0007720293120387134,0.0004132156125967683,0.00028973682759736956
2015-01-30 00:00:00+00:00,0.00046837574623229426,0.0022083181108442196,0.001768485389735023,0.0001555403920254648,0.0004454410655510917,0.00026472788614881993,0.00030169196368949694,0.00030115284417137284,0.001132097673799478,0.00030326303237296576,0.000393628966623853,0.000455764071738312,0.0005207783583441974,0.0004774517082819305,0.002300033893474281,0.0007720293120387134,0.0004132156125967683,0.00028973682759736956
2015-02-02 00:00:00+00:00,0.00046837574623229426,0.0022083181108442196,0.001768485389735023,0.0001555403920254648,0.0004454410655510917,0.00026472788614881993,0.00030169196368949694,0.00030115284417137284,0.001132097673799478,0.00030326303237296576,0.000393628966623853,0.000455764071738312,0.0005207783583441974,0.0004774517082819305,0.002300033893474281,0.0007720293120387134,0.0004132156125967683,0.00028973682759736956
2015-02-03 00:00:00+00:00,0.00046837574623229426,0.0022083181108442196,0.001768485389735023,0.0001555403920254648,0.0004454410655510917,0.00026472788614881993,0.00030169196368949694,0.00030115284417137284,0.001132097673799478,0.00030326303237296576,0.000393628966623853,0.000455764071738312,0.0005207783583441974,0.0004774517082819305,0.002300033893474281,0.0007720293120387134,0.0004132156125967683,0.00028973682759736956
2015-02-04 00:00:00+00:00,0.00046837574623229426,0.0022083181108442196,0.001768485389735023,0.0001555403920254648,0.0004454410655510917,0.00026472788614881993,0.00030169196368949694,0.00030115284417137284,0.001132097673799478,0.00030326303237296576,0.000393628966623853,0.000455764071738312,0.0005207783583441974,0.0004774517082819305,0.002300033893474281,0.0007720293120387134,0.0004132156125967683,0.00028973682759736956
2015-02-05 00:00:00+00:00,0.00046837574623229426,0.0022083181108442196,0.001768485389735023,0.0001555403920254648,0.0004454410655510917,0.00026472788614881993,0.00030169196368949694,0.00030115284417137284,0.001132097673799478,0.00030326303237296576,0.000393628966623853,0.000455764071738312,0.0005207783583441974,0.0004774517082819305,0.002300033893474281,0.0007720293120387134,0.0004132156125967683,0.00028973682759736956
