date,ITOT,DIA,SPY,XLG,AIA,GXC,XLY,XLE,XLF,XLV,XLI,XLB,XLK,XLU,ICLN,CGW,WOOD,IYR
2013-11-21 00:00:00+00:00,36.7588843784,140.3900022785,159.7868522428,112.1706672008,42.6914308567,69.6903185996,59.2104840453,74.1313314334,15.5581596253,49.7536702022,44.2140046021,39.4528390971,30.9837561739,31.5269468847,9.1165269049,24.2154793216,45.1650683497,50.8615349549
2013-11-22 00:00:00+00:00,36.9373472228,140.8642334885,160.5861861709,112.6408542746,42.8671880855,69.9910892054,59.5410124103,74.5283428939,15.6316260857,50.4189262609,44.6037894553,39.6567068345,30.9203947093,31.5025010742,9.091236446,24.2785170141,45.245132485,50.7097810032
2013-11-25 00:00:00+00:00,36.901654654,141.0486567368,160.4263193853,112.6674686373,42.454158598,68.7083910337,59.5961004711,73.8525787058,15.6534478066,50.6196894062,44.506343242,39.4085200237,30.9203947093,31.3802720219,8.9806761291,24.1439765675,44.9337719587,50.4941306509
2013-11-26 00:00:00+00:00,36.9105777962,140.952054083,160.4707268258,112.7473117253,42.7793094711,69.2657012738,59.944991523,73.6667435541,15.6388999927,50.473679846,44.5949307087,39.3110180623,31.0290143629,31.0706250895,8.9712776478,24.2064739369,45.1917563948,50.3503637493
2013-11-27 00:00:00+00:00,37.0087323606,141.2594261635,160.8615123018,113.0223268062,43.1571875129,70.468783697,60.1745251098,73.1683674654,15.6825434345,50.455428651,44.772105642,39.3376095063,31.2734085833,31.0054362616,9.0216876841,24.3235439374,45.716621282,50.869522005
2013-11-29 00:00:00+00:00,36.9953476473,141.1452593907,160.7549344447,113.1199128027,43.3153690187,70.6722461656,60.2296131706,73.0163205231,15.6243521787,50.4280518584,44.6480831887,39.3021542477,31.4001315125,30.9891390546,9.0396302394,24.4226031685,45.5467073948,50.3982860498
2013-12-02 00:00:00+00:00,36.861500514,140.4426946352,160.3375045044,112.6674686373,42.937490977,70.008781594,59.944991523,73.0670028372,15.6170782718,50.4463030535,44.4620495087,39.2046522863,31.3005634967,30.8587613989,8.9456454259,24.0894039365,45.4141567707,50.1347133969
2013-12-03 00:00:00+00:00,36.7454996651,139.6259631069,159.6447484333,112.4811680986,42.8232487783,69.610702851,59.3757482278,73.2443909365,15.4570523183,50.0082743728,44.0811234021,38.7437339234,31.3729765991,31.0135848651,8.8089402427,23.8642693203,45.0939002294,50.0788040463
2013-12-04 00:00:00+00:00,36.7053455251,139.4239757396,159.6269854571,112.5077824613,42.7529458868,70.0972435369,59.2380280757,73.0078734707,15.4934218532,49.8348880201,43.9039484688,38.9298740315,31.4001315125,31.1521111243,8.8428602163,23.7625985276,44.9604600038,50.1906227475
2013-12-05 00:00:00+00:00,36.5759599629,138.8619239352,158.9253478979,111.8867806656,42.4893100437,69.6903185996,59.30229748,72.7629089525,15.3479437137,49.7436320449,43.9216659622,38.7082786648,31.3005634967,30.8995044163,8.7833080209,23.7111777812,44.7558516579,50.2465320982
2013-12-06 00:00:00+00:00,36.9730397917,140.6534640618,160.7016455161,113.013455352,43.0077938684,70.8934010228,59.7980900274,72.990979366,15.558887016,50.3915494684,44.5949307087,39.240107545,31.5178028038,31.3232317975,8.8685778789,23.99935009,45.4407558557,50.6378975524
2013-12-09 00:00:00+00:00,37.0488865006,140.714938478,161.1101939683,113.4481566089,43.0693088985,70.4864760855,59.7521833101,73.0923439942,15.6243521787,50.491931041,44.7100944153,39.4439752824,31.6173708196,31.1358139174,8.7491317251,24.0137587054,45.4497408309,50.965366606
2013-12-10 00:00:00+00:00,36.9195009384,140.2670534463,160.5328972424,112.8626406302,42.8872244095,70.6987847484,59.788908684,72.8727206331,15.5661609229,50.2911678957,44.612648202,39.5592048731,31.554009355,30.8261669849,8.7833080209,23.9092962435,45.4906625001,50.965366606
2013-12-11 00:00:00+00:00,36.4911454961,139.0287830646,158.7299551599,111.7798796422,41.8453355577,68.6641600622,59.2380280757,71.8421802463,15.3552176207,49.424236132,43.9128072155,38.8855549582,31.2643569455,30.5735602769,8.6232775158,23.7021723966,44.6402034624,49.863153694
2013-12-12 00:00:00+00:00,36.3707276918,138.2910900713,158.2059473626,111.2569074158,41.6825843639,68.1510807935,59.0544012063,72.1462741309,15.3552176207,49.068337829,43.9571009488,38.8057806261,31.0561692762,30.6143032943,8.6551469116,23.6931670119,44.5601393271,49.5276975903
2013-12-13 00:00:00+00:00,36.3922770803,138.4491671413,158.1881843864,111.1238356024,41.9005233275,68.6110828965,59.2013027018,71.9097566651,15.3697654347,49.104840219,44.0899821488,38.9919207342,30.9566012605,30.5654116734,8.6722350595,23.7021723966,44.9871480489,49.7273738425
2013-12-16 00:00:00+00:00,36.620575674,139.5469245719,159.1740295645,111.7803232149,42.007735237,68.5933905079,59.5869191276,72.534838539,15.4643262253,49.1960961941,44.506343242,39.1514693983,31.2643569455,30.7283837431,8.7149554293,23.9408150898,45.2006524098,49.7832831931
2013-12-17 00:00:00+00:00,36.5134979674,139.4415398585,158.6677847433,111.2835217784,41.6102444461,67.8149254106,59.4308362886,72.1208485033,15.3624915277,48.9588306588,44.4886257487,39.4085200237,31.2553053077,30.6713435187,8.6662456637,24.0083554746,45.3121399391,50.046855846
2013-12-18 00:00:00+00:00,37.1202716384,142.058593573,161.376638611,113.3452477399,42.27593735,68.9560844737,60.3122452618,73.2106027271,15.7189129694,50.1725351281,45.2327604685,39.8871660159,31.4996995282,31.078773693,8.7094904025,24.3055331681,46.2069294323,50.9254313556
2013-12-19 00:00:00+00:00,37.0711943561,142.1639782863,161.1901273611,113.3239562498,41.585391911,67.6822324963,60.2755198879,73.4217790359,15.6970912485,50.0630279579,45.2770542018,39.9492127186,31.554009355,30.8506127954,8.8219267235,24.3055331681,46.3321999614,50.3024414488
2013-12-20 00:00:00+00:00,37.3255039094,142.6246851247,162.1229056479,113.6960410086,41.6049189029,67.3731632756,60.5248209072,73.5507486312,15.7888515849,50.3139818895,45.6390668843,40.0750345678,31.79958934,31.1525674461,8.692192507,24.4406139378,46.4136258053,50.693806903
2013-12-23 00:00:00+00:00,37.5004849438,143.1616955434,162.9890612905,114.3112889757,41.8051593284,67.3909703758,60.7921404025,73.6271253172,15.8655851844,50.5064046941,45.8171358148,40.271262202,32.2180049892,31.0290441811,8.7831794375,24.6477377847,46.7080115486,50.7647982003
2013-12-24 00:00:00+00:00,37.5946509349,143.6370818156,163.3462388751,114.6704511224,42.0176485033,68.4237821823,60.9211911934,74.0344676426,15.8948170318,50.4147747871,46.0308185313,40.70831466,32.308964913,31.1525674461,8.7146797712,24.845856247,46.9397620273,50.8534773777
2013-12-26 00:00:00+00:00,37.7740147275,144.7815302488,164.1766767593,115.2939023958,41.8765216077,67.8272443285,61.3728689614,74.5606181463,15.9313568411,50.7904574055,46.3513426062,40.931300608,32.3908288443,31.0125744124,8.7935581748,24.8915792066,46.8162810773,50.9099095816
2013-12-27 00:00:00+00:00,37.7695306327,144.7903336983,164.1677473197,115.424085299,42.3025650662,68.860056135,61.0871136388,74.9255289795,15.9240488792,50.744642452,46.2979219271,41.0561727389,32.3635408672,31.1360976775,8.9085026907,25.1110494127,47.0033815603,50.9744035288
2013-12-30 00:00:00+00:00,37.7605624431,144.8959750922,164.1409590008,115.2029526963,42.2848132554,68.6819851339,61.3636510477,74.3908921774,15.8948170318,50.8271093683,46.2534046945,41.0829310526,32.2998689206,31.2102116365,8.9776077833,25.2116399238,47.2154466702,51.0147122458
2013-12-31 00:00:00+00:00,37.9354421409,145.6706786469,164.9178202473,115.7825341147,42.5865940385,69.3853655884,61.6033168022,75.1122275453,15.9752046122,50.7996203962,46.5294115367,41.2256420593,32.5090767452,31.2678558269,9.0295014699,25.2847966592,47.316468404,50.8534773777
2014-01-02 00:00:00+00:00,37.5498099867,144.4734095168,163.3373094355,114.9354535801,41.308463663,67.7916301283,61.3175614796,74.0429539411,15.88750907,50.5155676847,45.8794599404,40.8956228563,32.1907170121,30.7902325353,9.1505867387,24.8824346147,46.5558973347,50.7728599437
2014-01-03 00:00:00+00:00,37.567746366,144.7199061024,163.3105211166,114.8741962825,40.9889310691,67.0615390237,61.1516390342,73.7713923908,15.9971284978,50.6346865637,46.0041081918,40.7975090392,32.0360851418,30.6914139233,9.2241027947,24.9007237985,46.5916889145,51.0711444496
2014-01-06 00:00:00+00:00,37.4332235215,144.2797336281,162.8372608171,114.4717884454,40.6605225699,66.2958337188,60.7737045753,73.8732279722,16.0117444215,50.4239377778,45.737004796,40.5745230913,31.9815091875,30.7408232293,9.1505867387,24.845856247,46.4118362263,51.280749778
2014-01-07 00:00:00+00:00,37.7112374001,145.2305061726,163.8373580539,115.1940360591,40.731529813,66.487260045,61.1424211206,74.4333236696,16.0153984024,50.955391238,46.0219150848,40.5031675879,32.2725809435,31.0125744124,9.288969903,24.9720516155,46.4843141753,51.4581081329
2014-01-08 00:00:00+00:00,37.7067533053,144.6846923045,163.8730758124,114.8890870667,40.8380406776,67.2485135749,60.9764986752,73.9156594644,16.0702081163,51.4043777819,45.9417840661,40.7439924117,32.2725809435,30.8478767257,9.2716720075,24.8915792066,46.520105755,51.3774906989
2014-01-09 00:00:00+00:00,37.7291737794,144.5438371127,163.9802290878,114.7959973742,40.5184193247,66.2157017683,60.9672807615,73.6865294063,16.1286718111,51.7892233909,46.1643702292,40.5834425292,32.0633731189,31.0290441811,9.288969903,24.8321393591,46.4216789107,51.3533054686
2014-01-10 00:00:00+00:00,37.809887486,144.5350336632,164.4267010685,114.7545350112,40.8557924884,67.2574171249,61.1516390342,73.7459334955,16.0994399637,51.9908091862,46.2355978014,40.70831466,32.1270450655,31.4737279353,9.288969903,25.0561818612,46.6632720739,51.9659979672
2014-01-13 00:00:00+00:00,37.34802572,142.8271644629,162.2389883629,113.5801247249,40.507413202,66.0821485175,59.9256565211,72.2778038643,15.8582772225,51.5693116143,45.6746806704,40.1553095091,31.7813973553,31.1525674461,9.1678846342,24.6995427763,46.3232520665,51.6274047443
2014-01-14 00:00:00+00:00,37.7515942534,143.8923818507,164.0070174066,114.5966213663,40.9800551638,67.0081177233,60.4418596845,73.2197829918,15.9898205359,52.2198839535,46.1554667827,40.717234098,32.3180609054,31.1937418678,9.2543741119,24.9830251258,46.7259073384,51.9498744804
2014-01-15 00:00:00+00:00,37.9623467098,144.8783681932,164.8910319285,115.5774514589,40.8788698424,66.9725035231,60.5893463026,73.0076255307,16.1798275441,52.174069,46.4848943041,40.9669783597,32.7091885774,31.1360976775,9.3495125374,25.0150311975,47.2359373496,52.1917267824
2014-01-16 00:00:00+00:00,37.8906011927,144.3589646735,164.6767253777,115.3277856172,40.8114129614,66.5985544207,60.2667193255,73.109461112,16.0775160782,52.3023508697,46.3691494993,41.0650921768,32.7000925851,31.3502046702,9.4100551717,24.1965902207,47.3791036685,52.3126529334
2014-01-17 00:00:00+00:00,37.7471101586,144.5643667569,163.9802290878,114.6880168977,40.8557037293,66.6163615209,59.9993998302,72.9906529338,16.0263603452,52.2473729255,46.1376598896,40.9669783597,32.5181727376,31.3419697859,9.4273530673,25.2665074753,47.1324996842,52.143356322
2014-01-21 00:00:00+00:00,37.8547284342,144.2559956674,164.462418827,115.0067866778,40.8291647722,66.5718437706,59.9440923484,73.5931801234,16.0409762689,52.5497516184,46.1821771223,41.2167226214,32.6819006003,31.687834928,9.4100551717,25.1796338521,47.2399639023,52.5061347751
2014-01-22 00:00:00+00:00,37.9219898564,144.0269200009,164.5695721023,115.104869687,41.0599383122,67.7560159281,60.1007968801,73.9326320613,16.0482842307,52.5955665718,46.3246322667,40.8153479151,32.6455166308,31.7207744654,9.436002015,25.4128209461,47.2896247192,52.6431844129
2014-01-23 00:00:00+00:00,37.5901668401,142.4762539509,163.2212267205,114.2667057897,39.8616910852,65.2986361125,59.6767728531,73.0924885151,15.785197604,52.2290469441,45.7726185821,40.2088261366,32.5818446842,31.6301907377,9.2630230597,25.1842061481,46.9675005016,52.6189991827
2014-01-24 00:00:00+00:00,36.7785456784,139.6304293249,159.7387452707,112.2247958696,39.1338668436,63.5001190012,58.5337515627,71.5648699319,15.4271074732,51.0012061914,44.3480671382,39.1295741485,31.9542212104,31.2760907112,8.8824693579,24.4617833864,45.8310283662,51.8450718161
2014-01-27 00:00:00+00:00,36.5991818858,139.2251416073,158.9529545846,111.5827979908,39.1338668436,63.1083627987,58.3033037219,71.3103658415,15.3321039691,50.5888716103,44.3925843709,38.9690242659,31.654053462,31.3502046702,8.8132777757,24.4617833864,45.8848052148,51.5306638235
2014-01-28 00:00:00+00:00,36.8233866266,140.0357170426,159.8994751838,111.7789640094,39.4178958159,64.0610426547,58.7088919217,71.853488942,15.536726901,51.2669329215,44.8110463575,39.1920102139,31.4630376222,31.4654930509,9.0201606064,24.7452657359,46.0727110084,52.0546771446
2014-01-29 00:00:00+00:00,36.4556908517,138.4145661721,158.36361157,110.6906884384,38.7433270067,63.5268296513,57.7686647313,71.4546329151,15.3540278546,50.7996203962,44.3302602452,39.3525600964,31.2174458281,31.4490232823,8.917065149,24.5532293056,45.9563883742,51.8128248425
2014-01-30 00:00:00+00:00,36.8637434799,139.3573006457,160.0423462176,111.591714628,39.027355979,63.9809107042,58.7365456626,71.6837629731,15.5732667103,51.7250824561,44.7665291249,39.5398682927,31.5994775078,31.9348814581,9.0381504177,24.7086873682,46.0280610126,52.4416408279
2014-01-31 00:00:00+00:00,36.6485069288,138.1061950826,159.104755058,110.5752179866,38.8942173982,67.4443916761,57.9069334358,70.7587564425,15.3905676639,51.2760959122,44.5439429618,39.2812045931,31.6722454468,32.1983977569,8.9517474295,24.4160604268,45.6790036313,52.6028756959
2014-02-03 00:00:00+00:00,35.7651402501,135.2691810592,155.5240497725,108.381725234,38.0948533592,61.9063835411,56.3859776865,69.494297974,15.0032456857,50.2681669361,43.3063638949,38.3625024875,31.0082380035,31.9431163425,8.7177069029,23.9131078712,44.3188341226,51.8370100727
2014-02-04 00:00:00+00:00,36.0207336546,135.7537641998,156.6134414055,109.0683062989,38.6013125205,62.9391953476,57.0773212089,70.2071470435,15.1494049227,50.7629684334,43.5823707371,38.7014411284,31.1264859043,31.7537140027,8.7354372458,24.2514577722,44.5515688698,52.3771468807
2014-02-05 00:00:00+00:00,35.9669245168,135.8418702254,156.4169937339,108.9524791816,38.175269062,62.0933580923,57.1510645179,69.5197568694,15.134788999,50.478915722,43.5645638441,38.746038318,31.1537738815,31.613720969,8.7181393503,24.3246145076,44.6231520293,52.3610233939
2014-02-06 00:00:00+00:00,36.4287862828,137.5687483266,158.479694285,110.1115528519,38.8103400923,63.0549414984,58.3586112037,70.5550852798,15.3686437783,50.7629684334,44.1699982077,39.3258017827,31.4994215917,31.8442977304,8.8767610524,24.6588493423,45.7187322848,52.7479870771
2014-02-07 00:00:00+00:00,36.8996162385,139.0136871459,160.4441710003,111.4936316188,38.9385969251,63.6870935524,59.077608467,71.3188521399,15.5586507865,51.6334525492,44.9356946088,39.8698874957,31.9269332333,32.0172303015,9.0986930521,25.0104589016,46.1102921671,53.1027037868
2014-02-10 00:00:00+00:00,36.9507349194,138.9872553383,160.7388425076,111.7967972838,38.6279402367,63.4823119011,59.0407368125,70.9709139036,15.5732667103,52.0641131117,44.6507843201,40.0661151299,31.9906051799,32.2560419473,9.1756686872,24.9555913501,46.2427210121,53.5864083909
2014-02-11 00:00:00+00:00,37.3614780045,140.7581864523,162.4979421117,113.0362990217,39.648669356,65.1294686615,59.4739787532,71.8959204342,15.734041871,52.769663395,45.1493773254,40.5299259017,32.381732852,32.5607326677,9.2024804253,25.2847966592,46.7706468131,53.7718284891
2014-02-12 00:00:00+00:00,37.4063189526,140.7141334395,162.5783070682,112.9916266693,39.7019247883,65.1383722115,59.529286235,71.7261944653,15.734041871,52.769663395,45.4075772746,40.4585703983,32.5090767452,32.6019070894,9.2370762164,25.3305196188,47.0229774502,53.8040754628
2014-02-13 00:00:00+00:00,37.6350077882,141.2251483878,163.417674392,113.4463751668,39.7818079367,65.6547781148,59.7136445076,72.0656464032,15.7925055659,53.1453460133,45.4431910607,40.8064284771,32.7455725469,32.9560071159,9.2526443224,25.4128209461,47.2153571913,54.0136807912
2014-02-14 00:00:00+00:00,37.7911439697,142.3705267202,164.3195477931,114.0259565852,40.2611068275,66.162280468,60.0731431393,73.0076255307,15.8144294514,53.3377688179,45.737004796,41.1364476801,32.8092444936,33.1701141087,9.2976188508,25.650580336,47.4685826179,54.231347863
2014-02-18 00:00:00+00:00,37.8681807186,142.2119358742,164.5159954646,113.803040655,40.0125814768,66.1978946682,60.1468864483,73.3385911701,15.8436612988,53.8325703152,45.7013910099,41.1632059939,32.8274364783,33.2854024894,9.3668104329,25.5957127845,47.5580615672,54.5538175991
