date,ITOT,DIA,SPY,XLG,AIA,GXC,XLY,XLE,XLF,XLV,XLI,XLB,XLK,XLU,ICLN,CGW,WOOD,IYR
2011-02-22 00:00:00+00:00,56358,9831568,232802702,12756,99774,163439,7676648,24823960,102085972,12039523,13788384,18520875,22346702,6009887,20916,60491,89254,10441545
2011-02-23 00:00:00+00:00,7939,14463621,227027906,20981,103247,91599,8957908,32168044,115515889,9818612,52702495,18791501,12226795,5414492,19736,69643,19186,9539611
2011-02-24 00:00:00+00:00,16749,12250979,260113340,14476,73613,68329,9448371,22378183,80317044,9069983,19513418,14233556,11360512,7087345,26402,25008,99757,6473647
2011-02-25 00:00:00+00:00,98522,5649739,141487875,18762,92732,58297,4290539,11753543,49602727,6113851,12152530,8353114,7802831,3946719,11520,25495,201651,5754648
2011-02-28 00:00:00+00:00,20291,5761190,141371239,66683,59123,42756,4881489,15873106,55381576,15397170,10365114,7945510,9252626,12299553,17012,30980,71627,7632264
2011-03-01 00:00:00+00:00,9329,9667985,257661260,12436,44774,73202,10027925,20183550,105760792,10099946,19001300,18068652,14509032,12126918,19335,70201,116618,10445751
2011-03-02 00:00:00+00:00,17317,8298336,200065225,8400,29262,51422,7398057,15039725,66637412,11738313,22816231,11213593,9858322,5740295,10470,56343,73549,11167398
2011-03-03 00:00:00+00:00,23811,7297934,175901528,14685,36338,33225,7452107,11252181,83936596,11475947,21344184,8651593,9183109,5714186,12922,49180,110165,4924145
2011-03-04 00:00:00+00:00,10956,10388608,276985954,14066,19571,59259,8178321,14098370,104606223,8808573,19864792,11553228,13851773,7327911,34615,26305,40652,5794776
2011-03-07 00:00:00+00:00,12557,8363140,216563517,16710,36187,64622,8317661,14666579,69097163,8354276,22919357,18295076,14735969,10792088,55189,48098,39276,8422228
2011-03-08 00:00:00+00:00,9253,8021845,174429069,17907,26928,121651,5365278,16157646,79535606,5772727,15933679,10477263,10885798,6702153,43754,184970,48591,8606187
2011-03-09 00:00:00+00:00,22492,7826371,153739992,8475,17951,60686,6972757,13585341,70797368,8012183,19660605,17664546,11837447,13093563,84787,37455,24534,5718066
2011-03-10 00:00:00+00:00,21215,15702196,301173723,26575,26011,172200,9620532,36165764,93007753,12708412,31669423,31012399,14802378,10843317,62390,41732,27563,9454175
2011-03-11 00:00:00+00:00,9448,10495959,225387232,19591,55251,109786,10649272,24208481,87710802,8030503,17013187,14637305,11387084,5026048,112789,85805,145884,7276367
2011-03-14 00:00:00+00:00,31879,8034955,234935586,13066,17560,64993,6603046,16415904,70028973,7592578,26072167,17611627,9524289,18937027,125178,102941,107696,6184376
2011-03-15 00:00:00+00:00,14856,14785012,357936092,17447,54509,267656,7490693,21966824,103322501,12914120,30481821,22887055,14799254,14236468,161283,78608,138710,9023698
2011-03-16 00:00:00+00:00,16790,16428146,465885431,38432,35547,112246,9490312,31649381,174351133,20909387,31509788,23445807,21456758,15344250,82348,102747,97425,10524747
2011-03-17 00:00:00+00:00,24979,7885390,253963153,21777,440143,63512,6228682,20927886,97661278,10325550,29112248,22437406,10945703,12023348,37196,101063,178062,7139752
2011-03-18 00:00:00+00:00,12307,10528136,229674841,10242,40336,73708,17559895,24058177,167747276,16393055,18299420,14846059,17688544,9002220,32411,33149,210508,7467681
2011-03-21 00:00:00+00:00,22918,7615519,153783793,5152,28690,87348,13359979,17140271,77939877,8771228,11438527,8465218,8924670,5082602,44003,39462,56128,7357749
2011-03-22 00:00:00+00:00,10249,6363619,129568159,4620,38456,46560,6732874,10017212,46119767,6416712,11753805,7587935,9203884,7268488,21672,16506,73132,4562836
2011-03-23 00:00:00+00:00,10987,6693625,148209381,6908,35705,64243,7451720,10089039,64877490,7341605,13555503,13158409,5834678,5619975,17757,30675,84737,9345137
2011-03-24 00:00:00+00:00,6570,4826848,158313879,4817,15746,118317,5002823,15394164,62456247,10579271,17942234,11556406,10407666,6194391,22472,57710,158819,5258883
2011-03-25 00:00:00+00:00,23549,6605082,155632745,25809,37158,52597,3549060,11633294,45185082,5290749,13956434,10547144,6240485,3403264,19072,75342,58630,5726758
2011-03-28 00:00:00+00:00,21946,2663714,108870796,14015,20872,72705,9749188,14054078,31866731,3928614,9122779,11916629,8268861,4583692,24736,39378,35882,4994072
2011-03-29 00:00:00+00:00,37537,6029016,129251966,4324,27017,63871,6092180,16941733,38065803,4011662,10826841,9722287,5157357,5427668,17640,38620,33922,6397709
2011-03-30 00:00:00+00:00,15602,4100046,135649246,4150,22973,52612,6994122,19030169,61495988,5170226,14809324,15082350,6229908,5576115,250157,40078,120886,6590430
2011-03-31 00:00:00+00:00,35083,4355487,132554158,6156,22816,126200,5549754,18854673,49425719,3280918,12776235,10524160,6216589,5496397,73024,36427,62231,5485511
2011-04-01 00:00:00+00:00,15836,5209668,153904534,46865,27361,83137,6022535,12892094,65477346,3912882,19048720,9269182,10982736,6167058,141148,82773,74900,7726511
2011-04-04 00:00:00+00:00,11040,6280083,100648849,6511,24937,68055,2890143,7475694,38290342,4260235,10373699,7006886,5869703,3973510,59065,24281,47738,3413888
2011-04-05 00:00:00+00:00,6163,8525432,120779754,18928,301554,349221,4019149,19295301,38417116,4312607,14564001,9376719,9918973,4022588,44051,28930,174103,4242557
2011-04-06 00:00:00+00:00,17167,4246912,120226603,5314,12532,45699,7320855,16454519,66174490,3944733,13966746,15099914,10946065,3758490,22754,26604,279114,4166937
2011-04-07 00:00:00+00:00,22713,6544054,170837414,11523,28149,51042,9894638,14794768,49403349,7032789,13419924,13076543,9168501,5329098,41462,53822,59662,5920591
2011-04-08 00:00:00+00:00,8682,6067482,147820026,5839,22428,37828,8349921,19042941,59300953,6907015,16260219,8645698,6362868,5961136,20506,33766,50786,6168845
2011-04-11 00:00:00+00:00,22204,5468657,121335593,7019,61603,70913,4781112,17649691,40298935,8902636,12335701,10357620,5795721,9319076,22451,30391,36991,5972455
2011-04-12 00:00:00+00:00,16083,5162129,161227043,13204,9025,47835,8986232,37938273,64005659,6200349,15023328,13355886,8053377,8530092,95300,35400,36790,4973886
2011-04-13 00:00:00+00:00,8713,4279434,161934295,9859,11608,46966,8074145,26842095,76667590,4444189,14802839,16078965,7203581,5296624,48882,17195,285210,5454455
2011-04-14 00:00:00+00:00,16371,4339596,161111305,8651,17408,103305,4104206,20660075,58537328,8280519,14016178,15786783,5501344,5772043,186025,60834,103240,9902098
2011-04-15 00:00:00+00:00,32877,5303776,170005215,3581,20753,96245,6437033,15255522,52265121,9706248,17710589,11336601,10198716,7137907,9065,21490,41189,10167702
2011-04-18 00:00:00+00:00,8236,10035934,210528629,19552,29591,93291,8964462,20015988,83493213,7537181,18478160,10437988,8813053,7131128,59880,46053,60926,6725730
2011-04-19 00:00:00+00:00,24187,4988785,124172780,22757,40063,336930,4473066,15062221,58702109,5456938,15718470,16125592,9970756,5657474,15873,27329,16914,5156906
2011-04-20 00:00:00+00:00,12913,6709919,155698544,19925,16445,219288,8472311,22397660,63703915,7082439,17950969,13220681,9264126,5831277,11224,31210,37258,6948585
2011-04-21 00:00:00+00:00,10380,4027221,136137430,9000,28217,57657,4321495,12646612,44040220,4821554,9800082,7665492,10123729,4062824,12636,48077,56492,6306218
2011-04-25 00:00:00+00:00,4650,4441493,65448313,10583,21816,64787,4212314,7075913,30036630,6355183,9686826,6056718,6228762,2504823,30989,51672,26487,3679177
